Soil_Type,Rainfall,Temperature,Humidity,Fertilizer_Usage,Pesticide_Usage,Irrigation_Hours,Previous_Yield,Season,Crop_Yield,Crop_Health,Suitability,Productivity_Zone
Loamy,1096.21,29.91,74.9,219.4,48.76,4.4,3.9,Kharif,5.95,Healthy,Medium,High Productivity
Loamy,324.85,28.74,80.93,139.84,48.54,3.18,3.7,Summer,4.17,Healthy,Medium,Low Productivity
Clay,385.96,38.07,73.54,251.15,38.84,4.1,3.34,Summer,5.34,Healthy,Medium,Moderate Productivity
Clay,674.64,23.47,88.41,202.84,37.48,3.82,3.17,Rabi,4.73,Healthy,Medium,Low Productivity
Loamy,391.39,39.35,70.53,290.27,49.45,3.02,3.01,Summer,4.8,Healthy,Medium,Low Productivity
Sandy,1241.2,34.34,71.46,326.93,40.21,5.28,2.76,Kharif,6.75,Healthy,High,High Productivity
Clay,2000.0,31.16,79.63,242.8,51.34,4.29,3.69,Kharif,6.29,Healthy,High,High Productivity
Sandy,657.08,15.07,95.0,272.3,54.3,7.79,2.22,Rabi,4.03,Healthy,Medium,Low Productivity
Loamy,362.27,37.68,66.58,270.35,37.5,5.65,3.84,Summer,5.32,Healthy,Medium,Moderate Productivity
Loamy,1523.95,26.29,91.94,230.42,60.31,6.46,4.38,Kharif,7.69,Healthy,High,High Productivity
Sandy,805.3,26.89,70.08,113.95,37.08,7.72,2.24,Kharif,4.39,Healthy,Medium,Low Productivity
Sandy,1208.38,26.9,72.36,235.44,55.61,5.39,3.15,Kharif,6.7,Healthy,High,High Productivity
Clay,512.46,40.92,66.81,246.15,55.25,3.25,3.18,Summer,4.88,Unhealthy,Medium,Moderate Productivity
Sandy,1140.25,30.08,76.58,248.7,55.48,9.66,3.27,Kharif,7.52,Healthy,High,High Productivity
Sandy,585.12,19.43,83.5,313.96,45.25,4.43,2.74,Rabi,5.18,Healthy,Medium,Moderate Productivity
Sandy,338.66,35.47,66.16,134.69,67.32,4.54,2.63,Summer,2.56,Unhealthy,Low,Low Productivity
Loamy,1608.48,29.43,74.06,206.91,45.74,5.59,4.65,Kharif,6.75,Healthy,Medium,High Productivity
Clay,718.97,18.42,95.0,231.61,52.91,3.22,2.49,Rabi,5.33,Healthy,Medium,Moderate Productivity
Clay,591.31,16.58,95.0,225.13,50.28,4.41,3.6,Rabi,4.43,Healthy,Medium,Low Productivity
Clay,520.53,37.02,77.78,195.3,34.04,3.93,3.15,Summer,3.38,Healthy,Low,Low Productivity
Loamy,1099.2,30.87,69.02,201.75,55.66,7.91,3.39,Kharif,6.47,Healthy,High,High Productivity
Loamy,217.18,23.82,78.58,194.21,39.85,6.99,3.46,Rabi,3.89,Healthy,Medium,Low Productivity
Clay,1342.65,28.33,72.83,277.78,53.04,4.15,2.81,Kharif,7.25,Healthy,High,High Productivity
Loamy,467.31,31.0,83.24,218.63,58.57,4.25,3.7,Summer,4.48,Healthy,Medium,Low Productivity
Sandy,304.61,41.54,66.24,297.92,47.91,12.08,2.76,Summer,5.81,Healthy,Medium,Moderate Productivity
Sandy,904.22,26.19,82.98,258.3,39.97,7.38,3.1,Kharif,6.76,Healthy,High,High Productivity
Loamy,957.91,25.58,84.45,238.29,43.92,6.45,3.69,Kharif,7.11,Healthy,Medium,High Productivity
Clay,365.12,33.47,73.55,302.12,17.3,3.4,2.71,Summer,5.08,Healthy,Medium,Moderate Productivity
Clay,979.1,20.88,83.34,313.78,45.84,6.04,3.74,Kharif,6.84,Healthy,High,High Productivity
Sandy,1203.27,34.36,75.34,284.3,52.63,8.79,3.26,Kharif,6.96,Healthy,Medium,High Productivity
Clay,377.21,18.85,90.45,258.85,46.76,3.21,3.09,Rabi,4.36,Healthy,Medium,Low Productivity
Loamy,953.24,23.11,80.27,224.04,40.18,4.68,4.43,Kharif,7.67,Healthy,High,High Productivity
Clay,1036.58,28.02,83.25,303.94,44.0,3.01,3.38,Kharif,6.83,Healthy,High,High Productivity
Clay,470.15,25.63,81.11,173.76,58.49,4.17,3.17,Rabi,4.06,Healthy,Medium,Low Productivity
Clay,1303.63,27.28,82.4,259.44,46.18,4.85,3.46,Kharif,8.0,Healthy,High,High Productivity
Sandy,576.77,17.49,92.38,241.35,68.29,9.19,2.24,Rabi,4.64,Healthy,Medium,Low Productivity
Clay,396.77,33.89,77.79,330.82,39.63,3.61,2.56,Summer,4.71,Healthy,Medium,Low Productivity
Clay,724.87,23.6,86.78,136.76,50.21,2.51,3.79,Rabi,4.88,Healthy,Medium,Moderate Productivity
Loamy,1140.92,28.72,75.11,15.0,40.2,3.19,4.25,Kharif,4.71,Healthy,Medium,Moderate Productivity
Sandy,575.8,40.78,66.68,256.12,62.75,6.11,3.07,Summer,4.96,Unhealthy,Medium,Moderate Productivity
Sandy,1081.98,18.33,93.78,206.74,51.93,5.56,3.31,Kharif,6.39,Healthy,High,High Productivity
Clay,225.3,36.11,73.22,355.83,65.25,4.97,2.94,Summer,5.25,Healthy,Medium,Moderate Productivity
Sandy,1241.2,26.88,86.93,149.98,43.88,5.88,3.09,Kharif,6.21,Healthy,Medium,Moderate Productivity
Clay,366.03,33.17,71.12,226.06,58.61,4.53,3.17,Summer,5.19,Healthy,Medium,Moderate Productivity
Loamy,1060.56,21.6,91.42,217.15,50.61,5.91,4.3,Kharif,6.55,Healthy,Medium,High Productivity
Clay,1453.13,24.37,76.13,213.02,53.21,4.12,3.2,Kharif,7.44,Healthy,High,High Productivity
Loamy,939.98,22.04,86.95,268.59,35.89,5.27,4.34,Rabi,6.78,Healthy,Medium,High Productivity
Loamy,1028.33,31.71,74.58,202.89,47.86,3.96,4.0,Kharif,7.18,Healthy,Medium,High Productivity
Clay,1669.06,29.95,85.29,169.27,36.9,3.58,3.96,Kharif,6.36,Healthy,High,High Productivity
Clay,606.94,35.46,70.66,214.36,45.77,3.44,2.88,Summer,4.15,Healthy,Medium,Low Productivity
Clay,490.95,34.08,76.14,264.52,29.66,4.78,2.71,Summer,5.4,Healthy,Medium,Moderate Productivity
Loamy,1175.09,29.72,69.53,255.67,41.92,5.64,4.1,Kharif,8.0,Healthy,High,High Productivity
Clay,440.25,36.59,68.33,297.91,53.46,5.74,3.0,Summer,5.47,Healthy,Medium,Moderate Productivity
Loamy,261.42,36.3,66.21,229.79,47.34,6.18,3.35,Summer,4.12,Healthy,Medium,Low Productivity
Loamy,378.66,40.54,77.74,204.73,32.98,2.48,3.87,Summer,4.45,Unhealthy,Medium,Low Productivity
Loamy,795.91,21.9,84.38,299.66,28.33,4.52,3.7,Rabi,6.54,Healthy,Medium,High Productivity
Sandy,523.4,21.52,88.54,264.89,53.53,7.77,2.22,Rabi,4.19,Healthy,Medium,Low Productivity
Loamy,546.76,25.05,84.57,165.09,63.18,3.71,4.07,Rabi,4.85,Healthy,Medium,Moderate Productivity
Clay,779.74,29.34,70.85,212.51,33.62,5.24,3.75,Rabi,5.31,Healthy,Medium,Moderate Productivity
Sandy,381.04,36.48,67.59,251.77,63.25,7.12,2.68,Summer,3.82,Unhealthy,Low,Low Productivity
Sandy,1082.68,27.99,82.43,288.53,46.67,4.53,3.31,Kharif,6.2,Healthy,Medium,Moderate Productivity
Loamy,1349.98,33.16,74.63,141.8,24.8,5.77,3.13,Kharif,7.05,Healthy,Medium,High Productivity
Sandy,845.64,26.35,70.87,273.49,27.65,5.2,3.26,Kharif,6.04,Healthy,Medium,Moderate Productivity
Loamy,374.76,38.85,64.54,203.18,49.06,5.23,3.76,Summer,4.26,Healthy,Low,Low Productivity
Clay,213.83,20.83,94.11,182.25,51.53,2.44,2.81,Rabi,3.13,Healthy,Low,Low Productivity
Loamy,447.14,15.68,95.0,212.73,65.32,5.98,2.55,Rabi,4.58,Healthy,Medium,Low Productivity
Sandy,391.57,33.37,80.04,231.68,34.03,7.52,2.76,Summer,3.87,Healthy,Medium,Low Productivity
Sandy,465.24,35.86,66.04,219.91,43.0,6.84,2.18,Summer,3.34,Healthy,Medium,Low Productivity
Loamy,1720.21,20.72,95.0,182.39,50.57,5.8,4.39,Kharif,7.1,Healthy,High,High Productivity
Sandy,288.9,34.12,72.83,255.85,42.42,7.94,2.37,Summer,4.53,Healthy,Medium,Low Productivity
Sandy,264.07,34.95,80.02,268.58,42.18,8.26,2.0,Summer,4.78,Healthy,Medium,Low Productivity
Sandy,1184.49,28.63,79.66,258.43,42.27,6.65,3.57,Kharif,7.01,Healthy,High,High Productivity
Clay,537.6,41.43,54.04,340.07,39.96,2.46,3.67,Summer,6.47,Unhealthy,Medium,High Productivity
Sandy,1386.22,25.73,87.37,120.21,51.24,8.2,3.43,Kharif,6.02,Healthy,High,Moderate Productivity
Clay,437.78,18.25,89.89,185.29,51.49,2.78,2.86,Rabi,3.18,Healthy,Medium,Low Productivity
Clay,622.45,20.05,88.06,316.53,60.48,3.79,2.79,Rabi,4.84,Healthy,Medium,Low Productivity
Loamy,1214.39,21.98,80.36,154.72,34.1,5.44,4.0,Kharif,6.19,Healthy,Medium,High Productivity
Sandy,1404.97,27.51,89.1,199.52,30.61,7.29,2.56,Kharif,6.05,Healthy,High,Moderate Productivity
Sandy,1180.66,25.59,80.69,243.18,56.38,5.25,3.34,Kharif,7.28,Healthy,High,High Productivity
Sandy,1116.79,31.62,83.94,237.1,37.75,5.41,2.77,Kharif,5.81,Healthy,Medium,Moderate Productivity
Sandy,662.69,18.41,89.75,314.53,45.13,9.48,3.39,Rabi,6.28,Healthy,Medium,High Productivity
Loamy,1395.09,25.86,78.33,202.67,39.38,6.81,4.51,Kharif,7.26,Healthy,Medium,High Productivity
Loamy,1409.08,17.57,95.0,179.87,44.16,9.8,5.17,Kharif,7.41,Healthy,High,High Productivity
Loamy,867.74,16.31,94.06,192.24,35.64,1.31,3.17,Rabi,5.51,Healthy,Medium,Moderate Productivity
Sandy,675.35,21.95,87.34,279.33,42.51,10.46,2.15,Rabi,6.25,Healthy,Medium,Moderate Productivity
Sandy,502.96,16.79,87.45,289.73,54.73,6.87,3.58,Rabi,6.08,Healthy,Medium,Moderate Productivity
Sandy,575.29,41.14,62.34,375.68,40.66,8.3,2.61,Summer,5.27,Healthy,Medium,Moderate Productivity
Sandy,1885.19,26.89,83.87,258.03,52.21,11.29,2.78,Kharif,6.9,Healthy,High,High Productivity
Sandy,352.14,34.35,66.28,341.81,36.92,6.41,3.39,Summer,6.9,Healthy,Medium,High Productivity
Loamy,1138.62,26.51,79.49,148.61,54.88,4.46,4.25,Kharif,6.2,Healthy,Medium,High Productivity
Sandy,469.88,32.27,73.17,215.36,38.87,5.75,2.0,Summer,3.11,Healthy,Medium,Low Productivity
Sandy,353.35,30.33,77.94,110.49,24.3,5.2,2.0,Summer,3.35,Healthy,Low,Low Productivity
Sandy,411.74,40.82,72.42,270.59,46.89,6.41,2.69,Summer,4.63,Healthy,Low,Low Productivity
Sandy,797.58,15.72,93.64,305.33,57.77,6.0,2.7,Rabi,6.13,Healthy,Medium,Moderate Productivity
Clay,304.81,27.49,77.56,257.44,39.67,3.11,2.66,Rabi,3.37,Healthy,Medium,Low Productivity
Clay,1485.8,32.9,88.26,119.1,60.47,6.68,3.68,Kharif,6.03,Healthy,High,Moderate Productivity
Loamy,603.01,20.05,87.78,255.46,39.83,5.54,3.69,Rabi,5.98,Healthy,Medium,Moderate Productivity
Sandy,287.77,42.36,62.22,298.31,47.37,5.39,2.93,Summer,4.59,Healthy,Low,Low Productivity
Clay,306.96,40.05,64.15,193.39,58.69,4.7,3.81,Summer,4.94,Unhealthy,Medium,Moderate Productivity
Sandy,529.5,27.28,79.88,314.12,46.33,9.53,2.36,Rabi,4.79,Healthy,Medium,Low Productivity
Loamy,1250.46,23.96,85.64,171.4,45.43,5.27,4.05,Kharif,6.8,Healthy,Medium,High Productivity
Clay,731.07,26.62,86.66,249.22,46.94,4.39,2.85,Rabi,6.12,Healthy,Medium,Moderate Productivity
Loamy,1364.4,31.46,78.27,192.88,61.76,3.93,4.55,Kharif,6.68,Healthy,Medium,High Productivity
Loamy,1139.72,29.13,84.42,91.79,51.35,3.9,4.42,Kharif,5.92,Healthy,Medium,High Productivity
Sandy,1372.44,25.93,88.11,337.65,69.87,9.3,3.39,Kharif,8.0,Healthy,High,High Productivity
Loamy,566.43,34.61,73.51,277.74,46.84,3.4,4.35,Summer,5.8,Healthy,Medium,High Productivity
Clay,1030.94,25.23,85.61,238.13,41.15,4.51,3.88,Kharif,6.62,Healthy,High,High Productivity
Loamy,868.15,28.46,85.39,124.37,41.78,7.1,3.33,Kharif,4.52,Healthy,Medium,Low Productivity
Sandy,945.46,25.52,77.82,250.67,45.96,5.59,3.41,Kharif,6.5,Healthy,High,High Productivity
Loamy,202.93,37.01,82.08,292.96,26.21,3.23,3.45,Summer,5.16,Healthy,Medium,Moderate Productivity
Sandy,559.15,21.98,85.06,307.32,42.77,10.4,2.41,Rabi,4.81,Healthy,Medium,Low Productivity
Clay,1355.71,32.65,73.06,226.79,39.39,3.73,3.05,Kharif,7.31,Healthy,High,High Productivity
Clay,1329.58,25.72,77.08,202.81,47.52,3.01,3.6,Kharif,6.43,Healthy,Medium,High Productivity
Loamy,487.2,23.68,79.68,156.44,65.32,5.46,2.79,Rabi,2.9,Healthy,Medium,Low Productivity
Sandy,1317.91,26.41,87.18,95.91,48.7,4.92,2.81,Kharif,5.19,Healthy,Medium,Moderate Productivity
Clay,512.31,20.39,95.0,173.7,31.27,4.11,3.04,Rabi,3.51,Healthy,Low,Low Productivity
Loamy,648.51,19.15,88.18,313.2,39.32,5.11,3.73,Rabi,6.06,Healthy,Medium,High Productivity
Loamy,441.74,32.06,77.26,206.98,47.8,4.36,3.25,Summer,3.69,Healthy,Medium,Low Productivity
Sandy,776.81,30.0,79.1,378.18,46.66,4.34,2.92,Kharif,6.92,Healthy,High,High Productivity
Sandy,538.25,20.87,93.96,184.36,66.43,6.87,2.61,Rabi,4.63,Healthy,Medium,Low Productivity
Clay,1357.82,26.62,93.15,197.15,59.54,2.69,4.39,Kharif,7.26,Healthy,High,High Productivity
Loamy,605.34,36.36,77.97,271.29,54.69,3.79,3.81,Summer,4.72,Healthy,Medium,Moderate Productivity
Sandy,410.85,32.56,73.74,206.32,41.95,8.62,1.61,Summer,3.22,Healthy,Medium,Low Productivity
Loamy,539.3,41.24,67.16,217.44,53.14,5.1,4.17,Summer,5.04,Unhealthy,Medium,Moderate Productivity
Sandy,200.0,23.88,88.48,324.7,39.59,5.56,2.99,Rabi,4.56,Healthy,Medium,Low Productivity
Sandy,1371.81,26.13,82.54,305.5,56.45,3.56,2.84,Kharif,6.84,Healthy,High,High Productivity
Clay,545.62,30.46,71.97,256.21,40.77,3.44,3.46,Summer,4.24,Healthy,Medium,Low Productivity
Clay,623.06,32.49,71.01,234.52,28.82,3.27,3.7,Summer,5.28,Healthy,Medium,Moderate Productivity
Loamy,1318.74,25.14,89.58,152.5,54.81,6.28,4.79,Kharif,8.0,Healthy,High,High Productivity
Sandy,660.42,18.72,95.0,204.19,64.48,7.52,3.37,Rabi,4.35,Healthy,Medium,Low Productivity
Sandy,641.77,14.08,95.0,253.36,46.43,9.16,2.62,Rabi,5.5,Healthy,Medium,Moderate Productivity
Loamy,369.99,32.69,76.08,198.93,60.45,7.47,4.05,Summer,4.6,Healthy,Medium,Moderate Productivity
Loamy,858.33,20.84,94.98,171.58,33.94,5.75,3.24,Rabi,4.56,Healthy,Medium,Low Productivity
Loamy,543.81,16.09,86.17,305.37,35.88,7.49,4.45,Rabi,7.16,Healthy,Medium,High Productivity
Clay,622.29,20.7,86.93,224.06,46.61,4.27,3.04,Rabi,5.81,Healthy,Medium,Moderate Productivity
Sandy,910.34,26.52,92.27,198.39,45.97,8.38,3.41,Kharif,6.2,Healthy,Medium,High Productivity
Loamy,1060.22,25.66,84.71,195.9,40.74,3.63,3.06,Kharif,6.04,Healthy,High,Moderate Productivity
Sandy,1262.68,25.29,78.01,213.37,46.74,6.9,2.02,Kharif,6.27,Healthy,High,Moderate Productivity
Clay,335.51,40.48,66.02,227.98,36.52,4.86,2.84,Summer,4.13,Healthy,Low,Low Productivity
Loamy,846.42,16.67,95.0,232.31,46.91,5.04,4.74,Rabi,6.66,Healthy,Medium,High Productivity
Sandy,509.47,18.79,78.72,228.78,48.4,7.73,1.94,Rabi,4.35,Healthy,Medium,Low Productivity
Sandy,1402.67,33.84,74.27,262.08,37.61,4.79,2.68,Kharif,7.8,Healthy,High,High Productivity
Loamy,1059.98,27.7,78.9,224.11,44.61,5.52,3.08,Kharif,5.99,Healthy,High,Moderate Productivity
Loamy,820.57,21.2,80.35,305.18,39.65,4.76,2.84,Rabi,6.17,Healthy,Medium,Moderate Productivity
Sandy,1019.23,29.91,78.52,246.39,33.5,6.87,3.23,Kharif,6.52,Healthy,High,High Productivity
Sandy,1476.51,23.68,84.91,230.78,55.11,8.43,3.6,Kharif,8.0,Healthy,High,High Productivity
Sandy,381.38,28.85,79.26,263.23,62.86,4.11,2.13,Summer,5.37,Healthy,Medium,Low Productivity
Clay,1372.24,24.89,82.39,139.71,57.36,3.88,3.35,Kharif,6.64,Healthy,High,High Productivity
Loamy,890.47,25.26,78.58,198.37,48.89,3.75,3.84,Kharif,6.2,Healthy,Medium,High Productivity
Loamy,565.72,20.58,82.03,254.65,40.19,4.37,3.26,Rabi,5.5,Healthy,Medium,Moderate Productivity
Clay,499.29,39.02,63.73,235.9,38.25,5.1,2.76,Summer,4.91,Healthy,Medium,Low Productivity
Sandy,1188.4,36.27,74.77,326.62,55.0,8.15,3.31,Kharif,8.0,Healthy,High,High Productivity
Loamy,719.7,36.37,71.52,232.46,20.64,8.29,3.84,Summer,5.1,Healthy,Medium,Moderate Productivity
Clay,218.21,39.3,66.49,208.32,38.31,6.46,2.68,Summer,4.35,Unhealthy,Medium,Low Productivity
Sandy,778.23,20.59,84.1,181.79,54.57,6.43,2.42,Rabi,3.25,Healthy,Medium,Low Productivity
Sandy,643.7,17.78,90.8,231.6,37.86,5.72,3.05,Rabi,5.46,Healthy,Medium,Moderate Productivity
Loamy,419.48,32.24,78.99,184.19,49.93,4.01,2.63,Summer,3.94,Healthy,Medium,Low Productivity
Clay,614.65,21.54,90.68,179.89,52.97,3.58,4.12,Rabi,4.57,Healthy,Medium,Moderate Productivity
Loamy,796.79,18.43,89.49,248.91,34.3,4.32,3.88,Rabi,4.7,Healthy,Medium,Moderate Productivity
Sandy,464.29,15.75,82.04,189.57,47.48,10.72,1.95,Rabi,3.77,Healthy,Medium,Low Productivity
Loamy,1400.67,28.5,76.43,207.63,38.75,7.68,4.1,Kharif,7.72,Healthy,High,High Productivity
Clay,1244.62,22.13,85.03,210.67,51.67,4.33,3.91,Kharif,6.96,Healthy,High,High Productivity
Sandy,723.45,20.06,85.39,313.14,54.32,9.62,3.47,Rabi,6.25,Healthy,High,High Productivity
Sandy,1572.05,24.16,82.94,230.11,50.87,4.55,3.58,Kharif,6.77,Healthy,High,High Productivity
Clay,633.62,19.15,95.0,254.07,51.23,3.89,3.54,Rabi,5.26,Healthy,Medium,Moderate Productivity
Clay,590.87,20.79,88.87,247.77,51.55,2.5,3.26,Rabi,4.44,Healthy,Medium,Low Productivity
Clay,393.42,29.88,83.09,231.98,35.17,5.66,2.96,Summer,5.0,Healthy,Medium,Moderate Productivity
Sandy,1040.28,25.54,75.81,254.31,44.43,5.02,2.2,Kharif,5.91,Healthy,High,Moderate Productivity
Clay,739.58,20.08,88.38,180.62,40.55,2.83,2.85,Rabi,3.58,Healthy,Medium,Low Productivity
Loamy,644.03,19.94,80.37,163.96,56.43,2.82,4.14,Rabi,4.77,Healthy,Medium,Moderate Productivity
Sandy,1333.18,30.26,75.56,414.41,51.5,9.02,3.25,Kharif,8.0,Healthy,High,High Productivity
Loamy,1191.97,24.04,79.93,244.26,52.78,3.28,4.29,Kharif,8.0,Healthy,High,High Productivity
Loamy,1597.26,28.21,86.55,150.25,65.1,5.82,4.2,Kharif,7.28,Healthy,High,High Productivity
Clay,1295.32,24.14,87.08,187.27,44.82,3.99,3.29,Kharif,6.14,Healthy,Medium,Moderate Productivity
Loamy,763.32,29.97,83.11,205.07,41.44,3.21,3.26,Kharif,5.78,Healthy,Medium,Moderate Productivity
Loamy,842.04,28.66,77.46,117.59,41.7,3.55,3.16,Rabi,3.73,Healthy,Medium,Low Productivity
Loamy,820.66,17.55,87.84,268.22,32.33,6.28,3.47,Rabi,6.21,Healthy,Medium,High Productivity
Sandy,1242.46,24.18,79.72,334.19,30.68,6.48,3.05,Kharif,8.0,Healthy,High,High Productivity
Sandy,1291.7,33.3,75.37,282.85,50.82,5.58,2.89,Kharif,8.0,Healthy,High,High Productivity
Clay,1334.98,26.36,91.42,156.39,35.47,4.48,3.66,Kharif,7.58,Healthy,High,High Productivity
Sandy,502.11,18.73,93.59,213.73,39.33,4.7,2.42,Rabi,4.57,Healthy,Medium,Low Productivity
Loamy,1315.53,32.57,73.04,210.05,42.89,2.89,4.07,Kharif,7.06,Healthy,Medium,High Productivity
Loamy,459.38,27.1,80.54,230.86,42.04,5.83,3.28,Rabi,5.1,Healthy,Medium,Moderate Productivity
Clay,996.67,32.29,75.1,179.73,53.39,2.63,3.22,Kharif,5.45,Healthy,Medium,Moderate Productivity
Loamy,1685.64,28.08,90.44,182.86,49.74,2.73,4.12,Kharif,6.57,Healthy,High,High Productivity
Sandy,200.0,31.09,82.86,263.51,38.87,7.43,2.72,Summer,4.81,Healthy,Medium,Low Productivity
Loamy,1253.63,24.32,86.11,210.75,57.55,3.67,4.53,Kharif,8.0,Healthy,High,High Productivity
Clay,878.7,29.87,78.7,168.08,52.9,4.22,2.41,Kharif,4.88,Healthy,Medium,Low Productivity
Loamy,1215.26,34.41,74.2,229.17,30.15,5.43,3.74,Kharif,8.0,Healthy,High,High Productivity
Loamy,619.2,33.19,76.64,146.63,47.52,4.9,3.53,Summer,3.71,Healthy,Medium,Low Productivity
Clay,585.29,15.16,93.74,311.0,42.97,4.3,3.16,Rabi,5.28,Healthy,Medium,Moderate Productivity
Clay,761.13,22.52,82.75,202.59,39.41,7.99,3.4,Rabi,5.73,Healthy,Medium,Moderate Productivity
Loamy,401.62,31.96,80.81,95.4,64.94,4.45,3.81,Summer,3.82,Unhealthy,Low,Low Productivity
Clay,1171.1,25.71,83.25,306.38,48.22,5.84,3.58,Kharif,7.68,Healthy,High,High Productivity
Sandy,592.4,29.28,83.61,298.08,44.91,8.81,2.19,Summer,5.69,Healthy,Medium,Moderate Productivity
Loamy,1433.45,32.66,83.04,289.04,47.76,5.35,3.84,Kharif,8.0,Healthy,High,High Productivity
Sandy,621.89,13.12,95.0,316.98,59.24,6.55,2.72,Rabi,4.74,Healthy,Medium,Low Productivity
Sandy,537.28,27.04,83.34,256.41,39.99,11.25,2.8,Rabi,5.71,Healthy,Medium,Moderate Productivity
Sandy,1518.81,28.17,95.0,317.37,45.19,8.82,2.83,Kharif,8.0,Healthy,High,High Productivity
Clay,288.62,43.36,63.0,222.19,47.47,5.36,2.77,Summer,4.18,Unhealthy,Low,Low Productivity
Loamy,896.99,29.06,73.67,250.0,28.94,4.46,3.53,Kharif,5.34,Healthy,Medium,Moderate Productivity
Sandy,614.27,30.6,75.88,226.65,54.67,11.44,3.22,Summer,5.25,Healthy,Medium,Moderate Productivity
Clay,1072.72,28.44,87.63,125.71,32.24,3.66,3.36,Kharif,5.59,Healthy,Medium,Moderate Productivity
Clay,474.43,14.06,90.65,150.32,46.74,1.93,3.12,Rabi,2.92,Unhealthy,Low,Low Productivity
Loamy,318.11,31.1,72.92,229.09,27.89,8.61,3.34,Summer,5.5,Healthy,Medium,Moderate Productivity
Clay,632.96,30.54,82.88,251.29,36.3,5.28,1.86,Kharif,4.84,Healthy,Medium,Low Productivity
Loamy,397.15,34.39,71.37,116.26,56.39,3.94,3.53,Summer,3.52,Healthy,Medium,Low Productivity
Loamy,552.29,14.34,95.0,185.61,60.94,5.81,3.75,Rabi,4.5,Healthy,Medium,Low Productivity
Loamy,470.46,35.13,77.21,201.92,56.68,5.66,2.87,Summer,4.12,Healthy,Low,Low Productivity
Loamy,1191.57,26.94,78.09,216.46,30.94,5.11,4.39,Kharif,7.41,Healthy,High,High Productivity
Loamy,798.13,18.84,84.05,129.01,36.7,6.23,4.14,Rabi,4.5,Healthy,Medium,Moderate Productivity
Loamy,732.06,15.42,88.55,233.03,51.96,5.38,3.85,Rabi,5.38,Healthy,Medium,Moderate Productivity
Clay,622.73,15.13,95.0,209.76,57.65,4.1,2.83,Rabi,4.32,Healthy,Medium,Low Productivity
Loamy,1312.69,32.6,76.18,230.44,36.86,4.92,4.27,Kharif,8.0,Healthy,High,High Productivity
Sandy,1421.47,28.42,76.43,185.75,39.14,6.31,3.07,Kharif,7.01,Healthy,High,High Productivity
Sandy,663.2,37.83,62.81,232.19,29.53,10.07,2.72,Summer,5.9,Healthy,Medium,Moderate Productivity
Loamy,1007.46,24.12,83.7,151.81,63.69,5.71,3.69,Kharif,4.95,Healthy,Medium,Moderate Productivity
Loamy,200.0,32.01,81.17,277.18,41.6,5.73,4.98,Summer,6.01,Healthy,Medium,High Productivity
Loamy,364.83,31.26,72.31,243.65,44.0,5.31,2.86,Summer,5.59,Healthy,Medium,Moderate Productivity
Sandy,1149.26,26.08,79.39,252.53,46.65,10.82,2.69,Kharif,6.64,Healthy,High,High Productivity
Sandy,936.52,27.79,74.7,189.17,55.47,6.99,2.85,Kharif,5.08,Healthy,Medium,Moderate Productivity
Sandy,625.12,22.48,85.19,89.22,38.03,2.91,2.03,Rabi,2.62,Healthy,Low,Low Productivity
Sandy,1202.88,29.73,80.01,188.14,57.69,8.78,1.98,Kharif,6.83,Healthy,High,Moderate Productivity
Sandy,736.04,21.01,95.0,278.26,37.71,6.91,2.77,Rabi,5.38,Healthy,Medium,Moderate Productivity
Clay,702.75,20.3,90.73,203.26,60.88,4.65,2.29,Rabi,4.54,Healthy,Medium,Low Productivity
Clay,902.11,14.54,95.0,110.72,33.35,3.75,2.98,Rabi,4.5,Healthy,Low,Low Productivity
Loamy,1304.68,25.38,87.86,269.49,47.31,5.71,4.5,Kharif,7.34,Healthy,High,High Productivity
Sandy,413.91,20.54,92.83,216.15,66.1,5.71,2.26,Rabi,3.83,Healthy,Medium,Low Productivity
Loamy,580.73,22.57,84.03,260.66,54.18,6.26,4.13,Rabi,5.51,Healthy,Medium,Moderate Productivity
Loamy,926.51,23.22,95.0,189.29,54.71,4.35,3.77,Kharif,6.09,Healthy,Medium,High Productivity
Clay,350.68,20.92,88.77,263.83,38.15,4.96,3.12,Rabi,5.79,Healthy,Medium,Moderate Productivity
Clay,458.91,38.96,68.42,278.01,35.18,4.39,3.31,Summer,4.81,Healthy,Medium,Moderate Productivity
Clay,870.2,22.69,89.53,251.18,62.3,3.85,3.27,Rabi,5.64,Healthy,Medium,Moderate Productivity
Loamy,627.44,19.53,92.29,136.57,54.41,4.95,4.08,Rabi,5.75,Healthy,Medium,Moderate Productivity
Clay,1306.19,29.28,86.49,156.1,56.85,5.36,2.45,Kharif,5.46,Healthy,Medium,Moderate Productivity
Sandy,1004.76,25.38,80.59,334.73,46.92,7.84,2.63,Kharif,6.45,Healthy,High,Moderate Productivity
Loamy,1199.03,27.41,85.03,195.22,44.69,6.09,4.21,Kharif,7.8,Healthy,High,High Productivity
Loamy,822.59,20.98,89.65,286.1,56.56,6.13,3.9,Kharif,6.55,Healthy,Medium,High Productivity
Clay,338.85,34.65,77.33,297.5,47.79,5.82,2.37,Summer,4.89,Healthy,Medium,Low Productivity
Clay,1365.43,35.23,70.65,195.95,41.5,3.14,3.92,Kharif,7.99,Healthy,High,High Productivity
Clay,230.23,28.01,78.64,106.38,31.45,4.33,3.19,Summer,2.72,Healthy,Low,Low Productivity
